filepath,label,source_file,source_dataset
data/external/esd_processed/happy/esd_happy_0233.wav,happy,Emotion Speech Dataset/0004/Happy/0004_000857.wav,ESD
data/external/esd_processed/happy/esd_happy_0234.wav,happy,Emotion Speech Dataset/0004/Happy/0004_000866.wav,ESD
data/external/esd_processed/happy/esd_happy_0235.wav,happy,Emotion Speech Dataset/0004/Happy/0004_000888.wav,ESD
data/external/esd_processed/happy/esd_happy_0236.wav,happy,Emotion Speech Dataset/0004/Happy/0004_000890.wav,ESD
data/external/esd_processed/happy/esd_happy_0237.wav,happy,Emotion Speech Dataset/0004/Happy/0004_000965.wav,ESD
data/external/esd_processed/happy/esd_happy_0238.wav,happy,Emotion Speech Dataset/0004/Happy/0004_001003.wav,ESD
data/external/esd_processed/happy/esd_happy_0239.wav,happy,Emotion Speech Dataset/0004/Happy/0004_001004.wav,ESD
data/external/esd_processed/happy/esd_happy_0240.wav,happy,Emotion Speech Dataset/0004/Happy/0004_001007.wav,ESD
data/external/esd_processed/happy/esd_happy_0241.wav,happy,Emotion Speech Dataset/0004/Happy/0004_001019.wav,ESD
data/external/esd_processed/happy/esd_happy_0242.wav,happy,Emotion Speech Dataset/0005/Happy/0005_000702.wav,ESD
data/external/esd_processed/happy/esd_happy_0243.wav,happy,Emotion Speech Dataset/0005/Happy/0005_000813.wav,ESD
data/external/esd_processed/happy/esd_happy_0244.wav,happy,Emotion Speech Dataset/0005/Happy/0005_000890.wav,ESD
data/external/esd_processed/happy/esd_happy_0245.wav,happy,Emotion Speech Dataset/0005/Happy/0005_000952.wav,ESD
data/external/esd_processed/happy/esd_happy_0246.wav,happy,Emotion Speech Dataset/0005/Happy/0005_000954.wav,ESD
data/external/esd_processed/happy/esd_happy_0247.wav,happy,Emotion Speech Dataset/0005/Happy/0005_000979.wav,ESD
data/external/esd_processed/happy/esd_happy_0248.wav,happy,Emotion Speech Dataset/0005/Happy/0005_001031.wav,ESD
data/external/esd_processed/happy/esd_happy_0249.wav,happy,Emotion Speech Dataset/0005/Happy/0005_001033.wav,ESD
data/external/esd_processed/happy/esd_happy_0250.wav,happy,Emotion Speech Dataset/0005/Happy/0005_001034.wav,ESD
data/external/esd_processed/happy/esd_happy_0251.wav,happy,Emotion Speech Dataset/0006/Happy/0006_000761.wav,ESD
data/external/esd_processed/happy/esd_happy_0252.wav,happy,Emotion Speech Dataset/0006/Happy/0006_000794.wav,ESD
data/external/esd_processed/happy/esd_happy_0253.wav,happy,Emotion Speech Dataset/0006/Happy/0006_000882.wav,ESD
data/external/esd_processed/happy/esd_happy_0254.wav,happy,Emotion Speech Dataset/0006/Happy/0006_000899.wav,ESD
data/external/esd_processed/happy/esd_happy_0255.wav,happy,Emotion Speech Dataset/0006/Happy/0006_000918.wav,ESD
data/external/esd_processed/happy/esd_happy_0256.wav,happy,Emotion Speech Dataset/0006/Happy/0006_000943.wav,ESD
data/external/esd_processed/happy/esd_happy_0257.wav,happy,Emotion Speech Dataset/0006/Happy/0006_001020.wav,ESD
data/external/esd_processed/happy/esd_happy_0258.wav,happy,Emotion Speech Dataset/0007/Happy/0007_000787.wav,ESD
data/external/esd_processed/happy/esd_happy_0259.wav,happy,Emotion Speech Dataset/0007/Happy/0007_000813.wav,ESD
data/external/esd_processed/happy/esd_happy_0260.wav,happy,Emotion Speech Dataset/0007/Happy/0007_000830.wav,ESD
data/external/esd_processed/happy/esd_happy_0261.wav,happy,Emotion Speech Dataset/0007/Happy/0007_000873.wav,ESD
data/external/esd_processed/happy/esd_happy_0262.wav,happy,Emotion Speech Dataset/0007/Happy/0007_000938.wav,ESD
data/external/esd_processed/happy/esd_happy_0263.wav,happy,Emotion Speech Dataset/0007/Happy/0007_000968.wav,ESD
data/external/esd_processed/happy/esd_happy_0264.wav,happy,Emotion Speech Dataset/0007/Happy/0007_000983.wav,ESD
data/external/esd_processed/happy/esd_happy_0265.wav,happy,Emotion Speech Dataset/0008/Happy/0008_000712.wav,ESD
data/external/esd_processed/happy/esd_happy_0266.wav,happy,Emotion Speech Dataset/0008/Happy/0008_000725.wav,ESD
data/external/esd_processed/happy/esd_happy_0267.wav,happy,Emotion Speech Dataset/0008/Happy/0008_000775.wav,ESD
data/external/esd_processed/happy/esd_happy_0268.wav,happy,Emotion Speech Dataset/0008/Happy/0008_000785.wav,ESD
data/external/esd_processed/happy/esd_happy_0269.wav,happy,Emotion Speech Dataset/0008/Happy/0008_000853.wav,ESD
data/external/esd_processed/happy/esd_happy_0270.wav,happy,Emotion Speech Dataset/0008/Happy/0008_000870.wav,ESD
data/external/esd_processed/happy/esd_happy_0271.wav,happy,Emotion Speech Dataset/0008/Happy/0008_000934.wav,ESD
data/external/esd_processed/happy/esd_happy_0272.wav,happy,Emotion Speech Dataset/0008/Happy/0008_000941.wav,ESD
data/external/esd_processed/happy/esd_happy_0273.wav,happy,Emotion Speech Dataset/0008/Happy/0008_000943.wav,ESD
data/external/esd_processed/happy/esd_happy_0274.wav,happy,Emotion Speech Dataset/0008/Happy/0008_000952.wav,ESD
data/external/esd_processed/happy/esd_happy_0275.wav,happy,Emotion Speech Dataset/0008/Happy/0008_000957.wav,ESD
data/external/esd_processed/happy/esd_happy_0276.wav,happy,Emotion Speech Dataset/0008/Happy/0008_000994.wav,ESD
data/external/esd_processed/happy/esd_happy_0277.wav,happy,Emotion Speech Dataset/0009/Happy/0009_000724.wav,ESD
data/external/esd_processed/happy/esd_happy_0278.wav,happy,Emotion Speech Dataset/0009/Happy/0009_000765.wav,ESD
data/external/esd_processed/happy/esd_happy_0279.wav,happy,Emotion Speech Dataset/0009/Happy/0009_000903.wav,ESD
data/external/esd_processed/happy/esd_happy_0280.wav,happy,Emotion Speech Dataset/0009/Happy/0009_000915.wav,ESD
data/external/esd_processed/happy/esd_happy_0281.wav,happy,Emotion Speech Dataset/0009/Happy/0009_000978.wav,ESD
data/external/esd_processed/happy/esd_happy_0282.wav,happy,Emotion Speech Dataset/0009/Happy/0009_000990.wav,ESD
data/external/esd_processed/happy/esd_happy_0283.wav,happy,Emotion Speech Dataset/0009/Happy/0009_000996.wav,ESD
data/external/esd_processed/happy/esd_happy_0284.wav,happy,Emotion Speech Dataset/0010/Happy/0010_000737.wav,ESD
data/external/esd_processed/happy/esd_happy_0285.wav,happy,Emotion Speech Dataset/0010/Happy/0010_000744.wav,ESD
data/external/esd_processed/happy/esd_happy_0286.wav,happy,Emotion Speech Dataset/0010/Happy/0010_000756.wav,ESD
data/external/esd_processed/happy/esd_happy_0287.wav,happy,Emotion Speech Dataset/0010/Happy/0010_000804.wav,ESD
data/external/esd_processed/happy/esd_happy_0288.wav,happy,Emotion Speech Dataset/0010/Happy/0010_000835.wav,ESD
data/external/esd_processed/happy/esd_happy_0289.wav,happy,Emotion Speech Dataset/0010/Happy/0010_000843.wav,ESD
data/external/esd_processed/happy/esd_happy_0290.wav,happy,Emotion Speech Dataset/0010/Happy/0010_000935.wav,ESD
data/external/esd_processed/happy/esd_happy_0291.wav,happy,Emotion Speech Dataset/0010/Happy/0010_001005.wav,ESD
data/external/esd_processed/happy/esd_happy_0292.wav,happy,Emotion Speech Dataset/0010/Happy/0010_001037.wav,ESD
data/external/esd_processed/happy/esd_happy_0293.wav,happy,Emotion Speech Dataset/0010/Happy/0010_001045.wav,ESD
data/external/esd_processed/happy/esd_happy_0294.wav,happy,Emotion Speech Dataset/0011/Happy/0011_000773.wav,ESD
data/external/esd_processed/happy/esd_happy_0295.wav,happy,Emotion Speech Dataset/0011/Happy/0011_000832.wav,ESD
data/external/esd_processed/happy/esd_happy_0296.wav,happy,Emotion Speech Dataset/0011/Happy/0011_000857.wav,ESD
data/external/esd_processed/happy/esd_happy_0297.wav,happy,Emotion Speech Dataset/0011/Happy/0011_000916.wav,ESD
data/external/esd_processed/happy/esd_happy_0298.wav,happy,Emotion Speech Dataset/0011/Happy/0011_000940.wav,ESD
data/external/esd_processed/happy/esd_happy_0299.wav,happy,Emotion Speech Dataset/0011/Happy/0011_000962.wav,ESD
data/external/esd_processed/happy/esd_happy_0300.wav,happy,Emotion Speech Dataset/0011/Happy/0011_000965.wav,ESD
data/external/esd_processed/happy/esd_happy_0301.wav,happy,Emotion Speech Dataset/0011/Happy/0011_000975.wav,ESD
data/external/esd_processed/happy/esd_happy_0302.wav,happy,Emotion Speech Dataset/0011/Happy/0011_000994.wav,ESD
data/external/esd_processed/happy/esd_happy_0303.wav,happy,Emotion Speech Dataset/0011/Happy/0011_000998.wav,ESD
data/external/esd_processed/happy/esd_happy_0304.wav,happy,Emotion Speech Dataset/0011/Happy/0011_001014.wav,ESD
data/external/esd_processed/happy/esd_happy_0305.wav,happy,Emotion Speech Dataset/0011/Happy/0011_001018.wav,ESD
data/external/esd_processed/happy/esd_happy_0306.wav,happy,Emotion Speech Dataset/0012/Happy/0012_000704.wav,ESD
data/external/esd_processed/happy/esd_happy_0307.wav,happy,Emotion Speech Dataset/0012/Happy/0012_000709.wav,ESD
data/external/esd_processed/happy/esd_happy_0308.wav,happy,Emotion Speech Dataset/0012/Happy/0012_000739.wav,ESD
data/external/esd_processed/happy/esd_happy_0309.wav,happy,Emotion Speech Dataset/0012/Happy/0012_000780.wav,ESD
data/external/esd_processed/happy/esd_happy_0310.wav,happy,Emotion Speech Dataset/0012/Happy/0012_000821.wav,ESD
data/external/esd_processed/happy/esd_happy_0311.wav,happy,Emotion Speech Dataset/0012/Happy/0012_000851.wav,ESD
data/external/esd_processed/happy/esd_happy_0312.wav,happy,Emotion Speech Dataset/0012/Happy/0012_000932.wav,ESD
data/external/esd_processed/happy/esd_happy_0313.wav,happy,Emotion Speech Dataset/0012/Happy/0012_001008.wav,ESD
data/external/esd_processed/happy/esd_happy_0314.wav,happy,Emotion Speech Dataset/0013/Happy/0013_000739.wav,ESD
data/external/esd_processed/happy/esd_happy_0315.wav,happy,Emotion Speech Dataset/0013/Happy/0013_000811.wav,ESD
data/external/esd_processed/happy/esd_happy_0316.wav,happy,Emotion Speech Dataset/0013/Happy/0013_000823.wav,ESD
data/external/esd_processed/happy/esd_happy_0317.wav,happy,Emotion Speech Dataset/0013/Happy/0013_000894.wav,ESD
data/external/esd_processed/happy/esd_happy_0318.wav,happy,Emotion Speech Dataset/0013/Happy/0013_000924.wav,ESD
data/external/esd_processed/happy/esd_happy_0319.wav,happy,Emotion Speech Dataset/0013/Happy/0013_000995.wav,ESD
data/external/esd_processed/happy/esd_happy_0320.wav,happy,Emotion Speech Dataset/0013/Happy/0013_001035.wav,ESD
data/external/esd_processed/happy/esd_happy_0321.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000734.wav,ESD
data/external/esd_processed/happy/esd_happy_0322.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000773.wav,ESD
data/external/esd_processed/happy/esd_happy_0323.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000812.wav,ESD
data/external/esd_processed/happy/esd_happy_0324.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000829.wav,ESD
data/external/esd_processed/happy/esd_happy_0325.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000832.wav,ESD
data/external/esd_processed/happy/esd_happy_0326.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000835.wav,ESD
data/external/esd_processed/happy/esd_happy_0327.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000890.wav,ESD
data/external/esd_processed/happy/esd_happy_0328.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000907.wav,ESD
data/external/esd_processed/happy/esd_happy_0329.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000915.wav,ESD
data/external/esd_processed/happy/esd_happy_0330.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000917.wav,ESD
data/external/esd_processed/happy/esd_happy_0331.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000934.wav,ESD
data/external/esd_processed/happy/esd_happy_0332.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000949.wav,ESD
data/external/esd_processed/happy/esd_happy_0333.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000958.wav,ESD
data/external/esd_processed/happy/esd_happy_0334.wav,happy,Emotion Speech Dataset/0014/Happy/0014_000983.wav,ESD
data/external/esd_processed/happy/esd_happy_0335.wav,happy,Emotion Speech Dataset/0014/Happy/0014_001021.wav,ESD
data/external/esd_processed/happy/esd_happy_0336.wav,happy,Emotion Speech Dataset/0014/Happy/0014_001041.wav,ESD
data/external/esd_processed/happy/esd_happy_0337.wav,happy,Emotion Speech Dataset/0014/Happy/0014_001046.wav,ESD
data/external/esd_processed/happy/esd_happy_0338.wav,happy,Emotion Speech Dataset/0015/Happy/0015_000718.wav,ESD
data/external/esd_processed/happy/esd_happy_0339.wav,happy,Emotion Speech Dataset/0015/Happy/0015_000726.wav,ESD
data/external/esd_processed/happy/esd_happy_0340.wav,happy,Emotion Speech Dataset/0015/Happy/0015_000776.wav,ESD
data/external/esd_processed/happy/esd_happy_0341.wav,happy,Emotion Speech Dataset/0015/Happy/0015_000926.wav,ESD
data/external/esd_processed/happy/esd_happy_0342.wav,happy,Emotion Speech Dataset/0015/Happy/0015_000928.wav,ESD
data/external/esd_processed/happy/esd_happy_0343.wav,happy,Emotion Speech Dataset/0015/Happy/0015_000938.wav,ESD
data/external/esd_processed/happy/esd_happy_0344.wav,happy,Emotion Speech Dataset/0015/Happy/0015_000971.wav,ESD
data/external/esd_processed/happy/esd_happy_0345.wav,happy,Emotion Speech Dataset/0015/Happy/0015_000973.wav,ESD
data/external/esd_processed/happy/esd_happy_0346.wav,happy,Emotion Speech Dataset/0015/Happy/0015_000989.wav,ESD
data/external/esd_processed/happy/esd_happy_0347.wav,happy,Emotion Speech Dataset/0015/Happy/0015_000997.wav,ESD
data/external/esd_processed/happy/esd_happy_0348.wav,happy,Emotion Speech Dataset/0016/Happy/0016_000720.wav,ESD
data/external/esd_processed/happy/esd_happy_0349.wav,happy,Emotion Speech Dataset/0016/Happy/0016_000737.wav,ESD
data/external/esd_processed/happy/esd_happy_0350.wav,happy,Emotion Speech Dataset/0016/Happy/0016_000806.wav,ESD
data/external/esd_processed/happy/esd_happy_0351.wav,happy,Emotion Speech Dataset/0016/Happy/0016_000826.wav,ESD
data/external/esd_processed/happy/esd_happy_0352.wav,happy,Emotion Speech Dataset/0016/Happy/0016_000838.wav,ESD
data/external/esd_processed/happy/esd_happy_0353.wav,happy,Emotion Speech Dataset/0016/Happy/0016_000862.wav,ESD
data/external/esd_processed/happy/esd_happy_0354.wav,happy,Emotion Speech Dataset/0016/Happy/0016_000875.wav,ESD
data/external/esd_processed/happy/esd_happy_0355.wav,happy,Emotion Speech Dataset/0016/Happy/0016_000914.wav,ESD
data/external/esd_processed/happy/esd_happy_0356.wav,happy,Emotion Speech Dataset/0016/Happy/0016_001025.wav,ESD
data/external/esd_processed/happy/esd_happy_0357.wav,happy,Emotion Speech Dataset/0016/Happy/0016_001034.wav,ESD
data/external/esd_processed/happy/esd_happy_0358.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000701.wav,ESD
data/external/esd_processed/happy/esd_happy_0359.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000709.wav,ESD
data/external/esd_processed/happy/esd_happy_0360.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000728.wav,ESD
data/external/esd_processed/happy/esd_happy_0361.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000771.wav,ESD
data/external/esd_processed/happy/esd_happy_0362.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000772.wav,ESD
data/external/esd_processed/happy/esd_happy_0363.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000791.wav,ESD
data/external/esd_processed/happy/esd_happy_0364.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000813.wav,ESD
data/external/esd_processed/happy/esd_happy_0365.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000858.wav,ESD
data/external/esd_processed/happy/esd_happy_0366.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000862.wav,ESD
data/external/esd_processed/happy/esd_happy_0367.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000876.wav,ESD
data/external/esd_processed/happy/esd_happy_0368.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000905.wav,ESD
data/external/esd_processed/happy/esd_happy_0369.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000909.wav,ESD
data/external/esd_processed/happy/esd_happy_0370.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000916.wav,ESD
data/external/esd_processed/happy/esd_happy_0371.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000918.wav,ESD
data/external/esd_processed/happy/esd_happy_0372.wav,happy,Emotion Speech Dataset/0017/Happy/0017_000991.wav,ESD
data/external/esd_processed/happy/esd_happy_0373.wav,happy,Emotion Speech Dataset/0017/Happy/0017_001027.wav,ESD
data/external/esd_processed/happy/esd_happy_0374.wav,happy,Emotion Speech Dataset/0017/Happy/0017_001050.wav,ESD
data/external/esd_processed/happy/esd_happy_0375.wav,happy,Emotion Speech Dataset/0018/Happy/0018_000709.wav,ESD
data/external/esd_processed/happy/esd_happy_0376.wav,happy,Emotion Speech Dataset/0018/Happy/0018_000710.wav,ESD
data/external/esd_processed/happy/esd_happy_0377.wav,happy,Emotion Speech Dataset/0018/Happy/0018_000766.wav,ESD
data/external/esd_processed/happy/esd_happy_0378.wav,happy,Emotion Speech Dataset/0018/Happy/0018_000819.wav,ESD
data/external/esd_processed/happy/esd_happy_0379.wav,happy,Emotion Speech Dataset/0018/Happy/0018_000820.wav,ESD
data/external/esd_processed/happy/esd_happy_0380.wav,happy,Emotion Speech Dataset/0018/Happy/0018_000835.wav,ESD
data/external/esd_processed/happy/esd_happy_0381.wav,happy,Emotion Speech Dataset/0018/Happy/0018_000838.wav,ESD
data/external/esd_processed/happy/esd_happy_0382.wav,happy,Emotion Speech Dataset/0018/Happy/0018_000909.wav,ESD
data/external/esd_processed/happy/esd_happy_0383.wav,happy,Emotion Speech Dataset/0018/Happy/0018_000968.wav,ESD
data/external/esd_processed/happy/esd_happy_0384.wav,happy,Emotion Speech Dataset/0018/Happy/0018_001024.wav,ESD
data/external/esd_processed/happy/esd_happy_0385.wav,happy,Emotion Speech Dataset/0019/Happy/0019_000706.wav,ESD
data/external/esd_processed/happy/esd_happy_0386.wav,happy,Emotion Speech Dataset/0019/Happy/0019_000750.wav,ESD
data/external/esd_processed/happy/esd_happy_0387.wav,happy,Emotion Speech Dataset/0019/Happy/0019_000772.wav,ESD
data/external/esd_processed/happy/esd_happy_0388.wav,happy,Emotion Speech Dataset/0019/Happy/0019_000776.wav,ESD
data/external/esd_processed/happy/esd_happy_0389.wav,happy,Emotion Speech Dataset/0019/Happy/0019_000887.wav,ESD
data/external/esd_processed/happy/esd_happy_0390.wav,happy,Emotion Speech Dataset/0019/Happy/0019_000923.wav,ESD
data/external/esd_processed/happy/esd_happy_0391.wav,happy,Emotion Speech Dataset/0019/Happy/0019_000925.wav,ESD
data/external/esd_processed/happy/esd_happy_0392.wav,happy,Emotion Speech Dataset/0019/Happy/0019_000963.wav,ESD
data/external/esd_processed/happy/esd_happy_0393.wav,happy,Emotion Speech Dataset/0020/Happy/0020_000720.wav,ESD
data/external/esd_processed/happy/esd_happy_0394.wav,happy,Emotion Speech Dataset/0020/Happy/0020_000721.wav,ESD
data/external/esd_processed/happy/esd_happy_0395.wav,happy,Emotion Speech Dataset/0020/Happy/0020_000754.wav,ESD
data/external/esd_processed/happy/esd_happy_0396.wav,happy,Emotion Speech Dataset/0020/Happy/0020_000913.wav,ESD
data/external/esd_processed/happy/esd_happy_0397.wav,happy,Emotion Speech Dataset/0020/Happy/0020_000928.wav,ESD
data/external/esd_processed/happy/esd_happy_0398.wav,happy,Emotion Speech Dataset/0020/Happy/0020_000987.wav,ESD
data/external/esd_processed/happy/esd_happy_0399.wav,happy,Emotion Speech Dataset/0020/Happy/0020_000994.wav,ESD
data/external/esd_processed/happy/esd_happy_0400.wav,happy,Emotion Speech Dataset/0020/Happy/0020_001026.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0401.wav,neutral,Emotion Speech Dataset/0001/Neutral/0001_000106.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0402.wav,neutral,Emotion Speech Dataset/0001/Neutral/0001_000133.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0403.wav,neutral,Emotion Speech Dataset/0001/Neutral/0001_000171.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0404.wav,neutral,Emotion Speech Dataset/0001/Neutral/0001_000204.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0405.wav,neutral,Emotion Speech Dataset/0001/Neutral/0001_000238.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0406.wav,neutral,Emotion Speech Dataset/0001/Neutral/0001_000250.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0407.wav,neutral,Emotion Speech Dataset/0001/Neutral/0001_000288.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0408.wav,neutral,Emotion Speech Dataset/0001/Neutral/0001_000312.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0409.wav,neutral,Emotion Speech Dataset/0001/Neutral/0001_000331.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0410.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000046.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0411.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000052.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0412.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000055.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0413.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000059.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0414.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000134.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0415.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000140.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0416.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000181.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0417.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000194.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0418.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000211.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0419.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000235.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0420.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000239.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0421.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000298.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0422.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000300.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0423.wav,neutral,Emotion Speech Dataset/0002/Neutral/0002_000318.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0424.wav,neutral,Emotion Speech Dataset/0003/Neutral/0003_000059.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0425.wav,neutral,Emotion Speech Dataset/0003/Neutral/0003_000102.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0426.wav,neutral,Emotion Speech Dataset/0003/Neutral/0003_000119.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0427.wav,neutral,Emotion Speech Dataset/0003/Neutral/0003_000135.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0428.wav,neutral,Emotion Speech Dataset/0003/Neutral/0003_000177.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0429.wav,neutral,Emotion Speech Dataset/0003/Neutral/0003_000194.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0430.wav,neutral,Emotion Speech Dataset/0003/Neutral/0003_000196.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0431.wav,neutral,Emotion Speech Dataset/0003/Neutral/0003_000231.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0432.wav,neutral,Emotion Speech Dataset/0003/Neutral/0003_000239.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0433.wav,neutral,Emotion Speech Dataset/0003/Neutral/0003_000245.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0434.wav,neutral,Emotion Speech Dataset/0003/Neutral/0003_000321.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0435.wav,neutral,Emotion Speech Dataset/0004/Neutral/0004_000001.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0436.wav,neutral,Emotion Speech Dataset/0004/Neutral/0004_000048.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0437.wav,neutral,Emotion Speech Dataset/0004/Neutral/0004_000133.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0438.wav,neutral,Emotion Speech Dataset/0004/Neutral/0004_000153.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0439.wav,neutral,Emotion Speech Dataset/0004/Neutral/0004_000231.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0440.wav,neutral,Emotion Speech Dataset/0004/Neutral/0004_000291.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0441.wav,neutral,Emotion Speech Dataset/0004/Neutral/0004_000322.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0442.wav,neutral,Emotion Speech Dataset/0005/Neutral/0005_000025.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0443.wav,neutral,Emotion Speech Dataset/0005/Neutral/0005_000052.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0444.wav,neutral,Emotion Speech Dataset/0005/Neutral/0005_000142.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0445.wav,neutral,Emotion Speech Dataset/0005/Neutral/0005_000205.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0446.wav,neutral,Emotion Speech Dataset/0005/Neutral/0005_000253.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0447.wav,neutral,Emotion Speech Dataset/0005/Neutral/0005_000266.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0448.wav,neutral,Emotion Speech Dataset/0006/Neutral/0006_000038.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0449.wav,neutral,Emotion Speech Dataset/0006/Neutral/0006_000087.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0450.wav,neutral,Emotion Speech Dataset/0006/Neutral/0006_000104.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0451.wav,neutral,Emotion Speech Dataset/0006/Neutral/0006_000107.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0452.wav,neutral,Emotion Speech Dataset/0006/Neutral/0006_000146.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0453.wav,neutral,Emotion Speech Dataset/0006/Neutral/0006_000156.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0454.wav,neutral,Emotion Speech Dataset/0006/Neutral/0006_000164.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0455.wav,neutral,Emotion Speech Dataset/0006/Neutral/0006_000204.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0456.wav,neutral,Emotion Speech Dataset/0006/Neutral/0006_000206.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0457.wav,neutral,Emotion Speech Dataset/0006/Neutral/0006_000247.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0458.wav,neutral,Emotion Speech Dataset/0006/Neutral/0006_000341.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0459.wav,neutral,Emotion Speech Dataset/0007/Neutral/0007_000027.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0460.wav,neutral,Emotion Speech Dataset/0007/Neutral/0007_000105.wav,ESD
data/external/esd_processed/neutral/esd_neutral_0461.wav,neutral,Emotion Speech Dataset/0007/Neutral/0007_000123.wav,ESD
